Crop,Area_hectares,Temperature_C,Rainfall_mm,N_kg_ha,P_kg_ha,K_kg_ha,Fertilizer_kg_ha,Irrigation_percent,Yield_tons_per_hectare
chickpea,9.34,17.79,510.0,60.4,53.3,44.2,107.0,43.5,1.92
lentil,7.24,21.29,565.4,42.0,31.2,27.0,108.9,31.5,2.21
kidneybeans,8.2,12.0,558.6,41.5,27.3,40.3,97.8,22.2,1.64
mothbeans,10.28,31.37,478.9,37.9,25.2,27.1,92.7,33.4,0.88
pomegranate,7.29,25.78,628.6,54.3,38.2,43.3,65.4,53.0,10.96
banana,5.67,24.57,1242.1,92.8,37.6,78.0,150.3,89.9,23.97
orange,2.38,28.22,1134.7,39.4,34.8,49.4,117.5,57.2,13.38
mango,8.93,23.48,1085.1,41.6,27.5,31.6,117.0,62.6,8.86
mothbeans,6.9,29.04,502.7,47.5,24.6,22.1,45.6,26.7,1.35
coconut,3.07,30.47,340.5,62.9,30.1,35.4,124.6,77.4,6.36
cotton,14.01,26.36,722.3,94.8,43.5,50.5,147.3,58.5,1.99
apple,3.64,18.58,768.8,51.7,27.8,36.8,128.9,10.0,8.45
watermelon,3.91,28.22,366.5,60.0,30.0,52.8,72.5,56.6,26.77
orange,6.47,19.96,980.2,50.5,23.7,46.8,127.6,35.2,13.08
banana,10.97,32.19,1314.7,71.3,38.4,55.1,181.6,80.9,18.5
mothbeans,8.12,30.99,484.5,40.3,26.8,16.3,83.5,28.5,1.28
maize,4.67,20.68,582.9,103.0,37.6,38.0,128.2,50.8,5.85
maize,8.26,22.01,846.5,79.7,45.2,37.0,174.6,47.9,5.73
cotton,6.21,25.33,759.1,81.3,33.1,50.1,130.6,49.8,2.74
jute,17.79,32.53,1315.0,90.3,40.8,39.1,111.0,72.6,2.47
apple,2.64,18.76,966.3,49.8,37.5,43.3,104.1,26.4,11.15
watermelon,5.32,27.41,674.9,58.5,23.6,61.5,143.7,49.6,24.96
rice,9.21,31.28,1499.5,95.8,47.9,37.2,166.5,66.7,4.54
pomegranate,7.49,23.89,397.7,39.5,25.5,38.6,120.3,51.0,6.95
lentil,13.3,24.89,671.1,28.4,17.0,45.3,109.1,21.1,1.28
maize,5.76,28.96,550.5,85.3,31.5,28.7,209.1,58.9,5.91
orange,6.84,25.87,800.3,53.8,21.9,38.5,91.1,46.1,12.3
grapes,3.29,28.65,721.6,50.5,28.7,50.9,85.6,34.9,9.4
mango,10.02,26.04,570.9,55.3,26.2,41.9,109.7,36.9,7.95
lentil,9.42,24.81,577.4,36.7,39.6,25.4,78.3,48.8,2.09
kidneybeans,9.06,14.99,250.0,66.0,33.6,36.1,123.0,34.3,1.65
coconut,3.57,24.87,1307.2,88.2,32.7,63.5,112.0,79.6,6.07
chickpea,4.12,19.78,448.9,38.7,42.7,48.0,112.3,35.2,1.93
papaya,5.76,24.77,984.4,73.8,35.3,77.2,145.5,57.8,35.87
cotton,16.71,28.1,754.6,106.4,30.2,25.5,144.9,49.5,1.89
coffee,6.84,25.96,1415.2,67.6,29.5,32.7,138.8,75.0,1.76
mothbeans,23.25,28.94,798.9,41.5,17.1,21.6,68.5,44.3,1.27
orange,3.07,21.8,794.5,58.2,28.5,51.7,103.1,10.0,15.42
watermelon,7.68,24.14,915.8,53.7,31.8,44.6,108.8,40.6,21.66
rice,7.94,25.95,1318.8,106.2,43.9,32.0,160.4,71.4,4.59
mothbeans,2.75,30.53,392.0,31.8,20.2,22.1,58.4,49.9,0.9
papaya,12.64,25.0,1161.8,50.3,23.2,52.8,119.8,57.5,33.86
mungbean,3.34,29.52,596.3,51.1,38.7,30.8,50.1,47.8,1.09
banana,9.81,26.02,846.0,80.8,34.1,72.0,167.0,93.3,31.68
blackgram,13.04,28.06,569.9,41.9,35.4,37.7,92.3,54.0,1.2
banana,5.78,27.76,611.9,83.5,41.8,62.3,227.6,95.0,32.51
blackgram,9.58,29.85,496.8,65.8,32.6,17.9,48.8,56.2,1.32
mungbean,4.34,28.5,714.2,54.3,37.1,24.2,84.7,45.3,1.64
mango,4.57,30.24,1418.2,46.7,30.4,69.8,133.3,46.2,7.71
mango,2.54,29.35,930.2,55.7,27.0,35.1,112.4,44.9,8.19
cotton,17.0,26.39,799.7,100.9,44.3,53.0,112.0,45.7,2.23
rice,3.54,29.06,934.5,67.6,31.8,56.0,154.2,81.9,4.0
chickpea,6.09,17.36,548.2,44.0,29.7,33.0,95.5,54.0,1.73
muskmelon,7.86,27.61,463.8,40.9,21.4,41.8,93.8,32.7,16.79
mothbeans,5.51,33.24,582.6,46.9,26.6,33.0,91.4,35.6,0.85
pomegranate,25.88,26.64,590.7,63.1,34.3,31.6,72.6,45.4,15.67
orange,9.66,22.49,981.2,59.0,33.5,56.3,117.4,49.7,12.51
papaya,3.52,25.7,1191.6,63.7,35.5,57.6,169.1,65.7,34.65
kidneybeans,5.31,20.26,589.8,34.9,45.5,34.3,60.3,36.8,1.75
coconut,6.6,31.48,1755.3,65.7,19.2,58.1,140.5,58.9,8.83
kidneybeans,8.41,19.33,887.7,60.2,39.0,32.3,60.5,41.9,1.64
pomegranate,9.49,23.27,694.8,43.8,33.5,34.2,121.8,35.2,15.14
pigeonpeas,17.51,27.32,978.1,54.3,39.6,44.4,106.3,61.6,2.24
coconut,14.3,31.47,566.9,63.0,13.6,39.6,75.1,86.6,7.09
apple,9.2,19.46,424.4,48.7,34.3,36.7,76.7,41.1,14.2
chickpea,11.54,24.73,501.0,40.4,16.4,39.9,97.6,33.4,2.37
maize,9.66,22.3,805.7,83.3,48.7,40.2,195.7,60.3,5.38
watermelon,17.29,22.75,645.2,77.9,23.8,56.7,85.6,42.2,17.08
papaya,5.6,29.57,910.3,90.1,29.6,75.3,102.4,74.5,34.94
blackgram,5.63,26.98,475.7,35.7,28.5,43.3,102.0,39.8,0.82
rice,11.52,36.0,1012.8,76.9,40.0,31.0,143.6,77.5,4.59
coffee,7.12,21.62,2198.0,51.4,22.9,33.8,118.1,44.0,2.01
cotton,4.8,26.55,588.4,84.4,31.7,41.7,159.7,50.1,3.03
lentil,3.45,24.83,650.0,37.9,37.1,39.6,77.6,37.7,1.87
coconut,19.17,25.16,1200.7,50.0,31.5,48.2,116.6,68.6,7.25
pigeonpeas,5.35,34.86,1064.7,49.2,44.9,44.6,93.2,49.1,1.49
muskmelon,3.94,30.12,544.0,49.5,40.0,43.9,96.9,46.7,18.57
pomegranate,11.85,22.57,771.4,35.7,30.8,45.0,79.8,39.0,11.21
lentil,4.34,26.28,585.8,29.7,31.7,30.2,43.1,33.7,1.45
pomegranate,8.14,23.63,564.3,60.7,46.5,41.8,112.4,21.6,9.42
maize,7.17,21.22,919.4,81.5,51.2,53.5,162.2,31.6,5.27
grapes,6.25,24.44,819.2,45.6,39.4,57.6,97.6,50.5,12.51
mango,7.64,25.46,800.0,61.4,28.2,63.8,69.7,50.0,8.59
coconut,3.29,28.99,1277.8,66.7,35.2,42.0,113.4,86.2,7.81
chickpea,3.81,21.69,539.9,53.8,34.0,47.9,64.7,21.3,2.08
mango,6.57,31.49,1108.2,66.3,39.9,38.0,101.4,60.3,7.85
mungbean,10.96,29.21,708.2,55.0,37.0,32.0,62.7,26.1,1.04
coconut,5.21,29.44,1215.6,74.2,30.3,54.8,151.0,63.2,8.34
maize,9.56,21.84,816.1,94.1,33.7,43.2,140.6,62.0,8.04
mango,6.13,24.7,1000.0,64.7,39.8,44.7,107.5,72.1,7.14
coffee,5.51,23.26,1562.3,55.1,23.7,41.7,91.2,70.9,2.19
maize,1.77,27.79,706.5,63.4,44.3,23.7,121.4,57.7,5.58
pomegranate,30.0,24.51,442.6,45.5,24.4,38.9,118.4,49.5,14.94
maize,2.14,22.15,839.0,75.6,51.4,31.6,146.9,74.4,5.86
coffee,2.65,22.97,1904.1,53.2,24.4,56.3,154.1,54.2,2.19
orange,1.58,26.34,1112.1,49.9,38.2,62.8,136.1,39.1,15.89
pomegranate,4.06,19.82,472.8,73.9,20.9,46.6,87.2,35.5,10.7
grapes,6.84,31.73,555.9,31.8,30.3,40.1,100.1,47.1,10.28
pigeonpeas,8.27,29.24,834.6,47.4,30.9,40.9,64.6,19.2,1.48
grapes,9.05,23.53,516.4,64.4,28.8,41.4,83.2,55.6,9.56
maize,2.93,20.21,935.3,101.4,47.3,54.8,64.6,38.5,6.94
coconut,11.33,22.76,1794.6,73.4,23.7,45.8,154.4,75.9,5.75
grapes,6.29,15.26,652.0,48.3,37.0,43.4,116.4,47.1,10.96
pigeonpeas,3.36,29.56,1250.7,55.5,42.2,46.4,89.8,61.6,1.83
papaya,6.95,28.34,1106.0,75.2,44.7,63.7,115.2,71.1,31.16
mothbeans,7.82,34.53,614.6,26.4,19.0,34.9,77.9,36.7,1.03
kidneybeans,21.97,18.64,671.8,25.0,35.6,31.4,110.3,28.9,2.24
mothbeans,7.55,28.5,350.6,39.2,30.7,27.7,70.2,22.6,1.17
apple,7.58,17.12,679.4,34.2,40.2,44.2,75.0,42.1,11.32
muskmelon,2.25,31.1,410.4,62.2,42.0,38.1,112.5,29.4,25.13
jute,2.12,25.3,1425.0,99.2,35.1,32.8,84.9,70.6,2.52
coffee,8.25,23.94,1823.0,50.4,22.4,43.5,143.7,64.7,2.46
banana,15.72,26.87,1617.5,91.2,29.4,89.9,133.8,72.0,21.91
pigeonpeas,9.46,27.09,665.4,44.2,41.1,37.7,73.2,68.1,2.31
jute,4.47,30.28,1453.4,51.0,28.0,36.8,165.2,50.4,2.86
kidneybeans,12.69,23.8,669.0,38.6,26.5,28.1,88.5,29.8,2.19
watermelon,10.86,24.69,381.9,57.4,24.9,56.7,113.0,57.5,23.2
pigeonpeas,5.64,33.94,1009.7,57.8,31.0,51.8,77.7,63.8,1.93
coffee,4.49,22.92,1308.5,71.8,39.1,45.7,64.2,63.9,2.56
mothbeans,3.0,26.18,271.3,22.9,25.0,24.4,68.0,24.7,1.29
rice,11.56,25.77,1073.4,57.5,51.5,40.5,173.1,84.0,4.92
papaya,6.45,25.11,1610.1,77.8,26.1,69.8,186.8,76.7,40.28
cotton,2.0,19.62,643.8,82.7,40.5,32.8,196.2,67.3,1.87
banana,30.0,23.85,1266.4,55.9,22.6,51.2,180.2,65.9,28.59
coconut,18.38,23.71,1188.9,67.2,17.1,57.2,145.0,58.4,6.14
lentil,4.27,19.85,575.0,41.8,21.7,49.2,67.0,22.3,2.04
coconut,5.45,29.75,1231.9,48.6,27.7,54.0,145.9,75.5,8.51
mungbean,22.73,26.21,498.6,33.2,27.6,35.3,81.9,36.8,1.74
cotton,9.15,27.73,1021.6,84.5,57.2,37.2,138.7,56.1,2.01
pigeonpeas,3.54,34.04,968.7,41.8,32.9,47.6,103.1,44.3,1.27
grapes,5.3,28.26,812.2,47.3,25.4,47.9,113.6,40.8,10.63
papaya,19.56,27.55,1521.2,61.1,29.0,70.3,183.0,63.4,44.79
muskmelon,5.04,23.73,624.4,52.7,29.2,40.7,67.0,44.5,15.19
banana,13.89,28.29,1360.8,53.7,40.0,65.0,171.4,85.0,28.12
coffee,10.31,26.68,1274.5,65.6,44.1,48.4,110.1,52.1,2.47
pigeonpeas,9.38,28.38,1092.8,50.5,39.6,41.9,73.6,50.5,1.83
cotton,3.88,27.06,819.3,61.9,40.6,55.5,182.1,71.3,3.0
orange,3.91,26.13,714.2,50.9,29.0,53.8,113.6,39.8,15.35
jute,4.75,26.75,1499.0,56.6,42.3,44.1,134.5,52.1,2.72
grapes,10.85,24.44,289.6,66.2,29.8,43.2,69.3,48.6,9.67
pomegranate,14.58,22.96,691.3,51.6,21.3,46.2,139.8,34.5,12.86
mungbean,13.34,25.34,852.7,41.9,11.9,40.4,67.8,33.5,1.78
watermelon,2.57,25.07,385.5,54.1,24.8,37.0,92.9,54.6,17.88
apple,22.1,12.0,597.2,30.8,36.4,35.8,117.2,39.2,13.01
maize,8.52,31.44,452.7,85.1,39.1,48.0,122.7,45.6,5.2
blackgram,11.32,28.64,890.2,40.0,23.1,35.0,40.0,33.4,1.54
watermelon,1.41,25.63,535.5,53.0,31.4,37.5,147.6,49.9,27.03
pigeonpeas,8.28,21.1,500.9,43.0,35.8,41.6,90.4,57.2,1.24
coconut,2.15,26.16,1470.9,62.4,35.9,27.4,99.3,67.0,7.86
muskmelon,4.18,30.86,579.8,60.3,35.1,43.5,81.3,21.3,18.08
lentil,6.22,18.59,659.8,37.9,22.3,23.3,53.9,22.1,2.15
muskmelon,13.83,23.19,616.7,60.1,25.8,43.1,121.0,30.6,20.14
jute,9.11,23.98,1996.1,84.4,31.2,38.9,125.4,64.2,2.84
watermelon,7.38,26.62,494.5,72.7,31.0,53.4,150.5,47.3,22.8
mungbean,5.62,30.32,1013.7,44.8,25.6,32.6,63.6,35.0,1.89
coffee,12.69,25.15,1257.4,63.1,29.5,41.0,152.1,66.7,2.66
rice,4.4,26.43,891.6,98.7,30.1,46.4,128.1,72.3,3.42
lentil,16.22,19.02,629.9,40.8,30.6,36.0,82.2,25.2,1.62
rice,9.54,29.69,1561.4,95.0,43.3,29.4,82.2,68.1,4.57
rice,11.6,22.91,1108.5,83.4,50.5,33.3,195.5,78.3,4.23
mango,16.22,25.15,1131.2,44.2,31.6,55.5,120.7,52.2,9.1
grapes,6.46,21.59,613.1,49.3,28.0,34.2,129.6,54.1,10.95
muskmelon,3.82,29.47,627.2,70.8,35.4,43.7,129.9,54.0,14.71
mothbeans,14.97,33.61,501.2,37.2,23.1,33.9,40.0,38.3,1.25
pigeonpeas,15.84,27.29,1320.3,31.6,34.7,47.3,69.1,54.6,1.34
blackgram,11.34,24.67,840.9,42.9,30.3,35.5,40.0,32.7,1.46
cotton,14.28,27.4,676.3,88.9,41.5,45.2,117.7,34.3,2.31
coffee,9.35,23.34,1423.6,96.2,30.2,49.6,110.1,66.7,1.96
coconut,13.5,31.69,1657.2,59.5,24.4,45.0,109.2,69.8,8.43
watermelon,3.22,27.26,567.6,75.3,31.7,44.4,134.6,39.5,26.02
pigeonpeas,9.74,26.51,980.1,56.0,22.6,40.9,85.4,60.1,1.97
watermelon,2.51,27.67,584.3,53.6,29.0,41.7,99.2,48.9,24.17
cotton,6.99,27.98,760.0,99.4,41.7,61.5,127.8,44.7,2.14
mungbean,12.36,32.17,765.0,29.9,29.5,39.0,76.7,14.8,1.51
maize,3.0,27.91,475.6,122.8,51.4,54.7,155.6,66.2,6.92
rice,7.25,29.98,1318.1,67.4,45.1,53.9,159.3,76.1,4.88
banana,3.03,24.9,1545.5,70.5,36.8,85.9,141.9,82.0,25.47
jute,26.03,29.22,817.1,74.2,39.5,26.6,137.0,95.0,2.84
lentil,3.35,18.0,635.5,58.3,29.3,33.4,97.9,10.0,1.55
muskmelon,3.61,27.61,517.3,56.6,30.3,55.0,90.8,43.5,20.91
rice,19.68,29.36,1143.4,78.4,41.0,55.7,107.2,92.7,4.91
lentil,10.54,25.64,541.1,33.0,26.4,30.6,73.1,32.7,2.29
coconut,14.41,22.6,961.4,61.5,31.5,62.5,91.5,60.4,5.74
papaya,3.04,25.29,2044.1,90.3,50.1,69.6,102.8,76.2,32.39
mungbean,11.93,28.24,777.7,33.0,17.1,21.8,71.7,34.2,1.34
cotton,6.61,30.54,457.7,107.2,42.3,34.1,82.2,26.0,2.29
coconut,9.44,34.77,1511.0,60.3,50.4,47.2,103.9,51.1,6.36
mungbean,8.57,26.03,821.5,32.3,23.4,10.0,65.0,28.5,1.38
rice,8.96,21.64,1101.2,69.4,39.2,48.4,189.4,55.1,4.81
pomegranate,5.38,20.57,544.5,54.9,28.5,29.1,81.9,44.1,7.97
mothbeans,5.31,27.87,640.1,38.9,36.3,21.7,61.8,35.4,0.95
blackgram,1.76,19.61,544.3,44.2,30.6,39.4,46.9,46.5,1.07
coffee,5.71,23.0,1739.1,65.4,26.3,38.0,125.8,72.0,2.03
papaya,9.79,24.61,1027.6,76.8,29.5,76.9,154.1,76.8,35.34
blackgram,3.36,24.75,729.3,62.4,31.5,29.2,99.6,20.3,1.81
pomegranate,3.88,23.56,789.1,71.3,32.6,41.9,91.9,38.4,11.77
mungbean,3.36,31.31,687.2,56.4,29.0,34.1,100.6,26.5,1.18
coconut,4.32,19.48,1722.7,80.0,29.5,63.3,114.6,58.4,7.8
mango,19.31,25.58,1037.2,36.1,29.9,35.9,95.3,19.7,7.96
maize,14.59,24.77,672.0,126.6,41.3,33.9,137.7,64.6,6.63
coffee,3.36,20.01,1231.6,89.2,37.7,41.9,121.4,77.6,2.35
lentil,3.89,15.51,507.8,32.2,24.9,36.7,56.4,10.0,1.42
pomegranate,4.48,24.74,589.7,60.1,33.1,43.6,105.1,39.7,11.3
maize,9.16,23.11,662.7,65.8,36.3,35.7,163.8,61.1,6.79
rice,7.29,26.84,1201.7,79.9,23.1,34.7,150.8,57.0,3.34
mothbeans,6.49,31.9,436.4,49.7,29.5,29.1,65.0,16.2,0.84
pigeonpeas,3.57,28.2,952.1,35.6,27.0,58.1,84.9,43.7,1.8
kidneybeans,24.75,20.62,527.9,65.5,23.5,29.4,115.6,46.4,2.13
maize,17.22,26.56,537.6,127.0,45.8,37.6,138.6,56.8,6.84
mungbean,9.81,28.15,535.6,62.0,30.1,31.7,77.3,10.0,1.15
lentil,9.82,19.47,682.4,35.8,27.5,33.9,57.7,25.2,2.27
blackgram,9.58,24.33,692.4,51.9,36.8,14.8,40.5,32.5,1.9
coffee,18.85,24.03,1765.2,83.1,35.0,53.8,126.9,68.4,2.59
mothbeans,7.21,21.78,433.0,40.6,24.5,26.4,72.3,38.1,1.23
kidneybeans,2.79,24.77,630.6,69.7,35.5,24.3,96.4,34.4,2.3
blackgram,8.03,24.69,649.0,45.2,26.2,20.1,77.6,34.3,1.44
jute,2.74,27.66,1421.8,56.2,36.8,46.3,147.2,77.8,2.14
muskmelon,14.14,26.06,466.7,64.4,24.9,34.3,77.5,30.5,12.05
pomegranate,5.16,16.19,655.3,36.5,23.6,53.5,155.3,53.4,8.19
cotton,5.99,24.75,603.9,72.9,35.6,50.7,161.2,49.6,2.2
mothbeans,14.2,33.36,664.6,43.8,22.1,23.9,102.1,24.0,1.25
rice,4.14,22.76,1184.3,99.5,49.5,46.0,150.9,82.9,4.07
blackgram,8.49,23.55,734.6,42.5,21.6,34.8,66.6,22.4,1.68
watermelon,13.44,32.4,684.6,31.4,34.9,52.3,98.3,38.3,15.9
papaya,8.79,27.4,1210.4,54.7,45.1,53.0,144.3,42.0,29.32
pomegranate,3.83,30.7,1019.4,60.0,23.7,28.3,87.7,32.9,9.74
pigeonpeas,3.37,28.32,895.2,53.9,23.7,26.4,75.8,39.0,1.69
apple,16.12,16.94,678.6,68.9,35.1,33.3,84.4,32.1,10.76
orange,7.37,25.81,893.8,48.4,29.2,47.1,88.7,54.0,18.54
chickpea,12.42,27.36,556.6,53.2,33.7,26.0,75.5,34.2,2.29
rice,10.54,31.18,1773.2,89.8,46.6,37.0,142.9,80.8,4.8
watermelon,2.4,26.57,497.8,61.6,45.8,32.0,140.7,68.3,25.6
lentil,3.52,23.59,564.0,30.4,16.9,26.0,97.3,10.3,1.6
grapes,3.82,22.54,745.6,51.6,30.0,54.9,112.4,59.8,10.04
maize,13.17,24.13,823.7,106.7,47.1,44.5,189.6,54.3,6.31
maize,10.92,18.46,620.3,120.2,42.1,44.5,160.2,55.8,4.89
papaya,3.04,30.78,891.8,76.0,36.2,57.7,202.1,64.1,42.82
kidneybeans,4.93,26.02,586.8,80.7,28.2,46.0,74.2,64.0,1.7
coconut,8.0,26.46,1239.7,48.3,34.8,47.8,156.3,63.5,9.77
coconut,10.86,28.62,1115.1,62.5,36.3,40.6,132.0,90.2,7.03
papaya,19.93,29.86,1305.7,66.7,34.7,51.6,132.1,61.9,40.65
papaya,3.24,22.16,1110.6,87.5,31.7,78.0,179.4,85.8,34.68
rice,8.15,24.69,1150.5,78.2,37.8,26.1,182.5,69.4,4.46
lentil,5.48,22.61,534.0,46.1,33.2,14.7,69.3,10.0,1.65
papaya,4.62,29.61,826.0,100.6,36.9,55.7,134.1,84.4,35.61
coffee,10.52,21.61,1907.0,59.3,34.7,47.7,79.8,68.4,1.94
coffee,16.44,22.01,2020.1,88.7,45.7,43.9,141.6,93.9,2.29
rice,7.62,27.76,758.0,88.0,40.0,39.2,212.9,85.7,4.28
mothbeans,9.48,24.62,515.3,46.1,16.7,13.4,60.2,28.7,0.91
rice,30.0,26.28,1325.3,86.4,45.4,34.6,101.4,79.7,3.88
cotton,2.85,30.59,922.1,98.3,53.7,40.2,113.9,54.2,2.55
rice,7.41,25.78,1264.7,44.0,38.8,27.2,140.8,58.2,4.04
grapes,4.01,26.41,998.9,53.1,39.1,65.6,76.3,30.0,8.85
maize,13.78,22.37,779.1,117.8,48.3,36.3,150.1,32.3,6.78
cotton,2.91,25.73,887.6,120.9,46.0,47.2,183.6,45.3,1.92
chickpea,4.08,24.25,638.9,42.6,33.3,43.3,68.7,12.4,1.96
coconut,4.57,30.44,1601.0,72.8,33.9,70.5,139.0,91.6,6.35
papaya,6.01,25.03,1393.2,77.4,30.1,72.0,159.6,86.7,36.49
banana,5.64,27.1,1345.7,99.2,46.0,71.8,160.9,79.3,33.09
coconut,5.11,29.07,1269.8,68.3,41.1,32.8,102.8,61.4,8.1
banana,2.26,32.03,928.8,104.6,34.8,51.5,143.8,81.1,23.83
chickpea,2.7,21.12,438.4,41.0,36.4,39.3,102.7,19.4,1.91
chickpea,30.0,21.79,623.1,35.1,40.2,35.6,121.0,19.9,2.44
papaya,8.38,30.9,1248.9,64.5,37.4,65.7,170.1,44.1,26.11
lentil,8.98,25.02,499.7,54.2,32.2,24.4,52.0,23.3,1.99
lentil,11.11,20.15,616.8,33.6,30.3,32.0,80.9,24.2,1.65
mothbeans,8.0,33.82,531.1,45.3,38.8,15.4,59.6,14.2,1.04
pigeonpeas,4.43,28.35,862.3,54.2,27.3,29.8,105.5,37.5,1.75
orange,4.92,28.56,735.2,35.5,29.4,30.3,101.4,34.5,15.53
blackgram,9.76,29.26,663.4,20.5,29.4,28.4,97.1,10.0,1.9
papaya,13.61,31.64,1107.2,65.5,34.7,44.5,136.9,69.9,36.02
pomegranate,2.22,28.73,1040.1,45.1,21.2,43.9,98.7,44.6,13.19
maize,26.79,25.64,592.1,89.1,59.8,51.1,92.5,47.5,6.68
pomegranate,5.18,22.28,723.8,47.8,28.5,45.2,108.3,25.4,14.58
mothbeans,2.4,33.88,557.9,25.3,23.7,26.8,64.2,10.0,0.96
coconut,11.53,32.87,1507.5,46.7,29.4,52.5,155.0,69.3,7.18
papaya,13.88,26.6,1182.1,87.0,27.6,54.3,146.3,64.2,39.88
apple,2.18,19.98,948.4,26.4,38.2,34.7,87.3,28.6,14.03
muskmelon,3.84,32.3,332.5,49.4,40.1,47.0,97.6,43.9,16.14
mango,6.65,28.1,812.7,50.6,29.2,47.2,98.1,56.0,11.24
orange,16.92,25.83,1180.4,59.3,23.6,49.6,115.3,49.4,14.34
muskmelon,5.28,30.03,619.8,48.8,28.9,35.7,94.9,37.1,25.6
coffee,6.42,20.63,2050.0,54.9,41.9,32.7,75.4,81.2,2.3
pomegranate,3.81,28.31,768.4,57.1,28.3,41.3,116.0,34.3,12.67
chickpea,7.55,25.05,580.3,42.5,38.2,48.3,74.5,32.8,2.1
orange,8.44,23.51,913.0,37.4,37.1,44.8,85.1,70.0,13.73
pomegranate,6.39,19.17,597.6,71.1,21.7,49.3,97.6,55.7,12.48
banana,5.05,27.87,1549.5,87.2,33.6,75.6,194.1,85.0,29.36
lentil,7.37,29.55,579.5,48.6,23.5,22.9,45.2,44.0,1.27
maize,3.4,23.59,657.9,65.0,48.6,39.1,161.4,53.5,7.23
coconut,6.38,23.1,1601.2,57.5,24.5,50.2,117.4,58.8,8.98
pomegranate,13.97,28.7,405.6,60.6,29.1,51.7,105.7,36.5,13.11
cotton,8.24,28.9,872.1,84.0,41.4,49.5,147.8,70.0,2.99
banana,6.09,33.25,1187.8,64.0,35.6,56.6,194.6,95.0,20.65
muskmelon,2.57,26.08,484.9,69.9,39.3,39.3,89.2,40.0,21.02
coffee,4.98,18.11,1262.8,35.2,33.4,43.9,145.5,87.9,1.57
watermelon,20.99,31.04,768.7,57.7,31.5,48.3,113.9,46.4,20.94
maize,11.98,20.97,767.7,88.9,61.1,48.5,111.4,65.4,5.71
mothbeans,8.94,21.43,320.1,35.1,10.7,27.8,58.8,18.1,0.94
orange,6.23,25.59,948.5,40.7,26.2,48.2,107.8,43.7,13.68
kidneybeans,13.67,25.09,780.0,65.8,56.5,41.1,79.7,62.1,1.18
grapes,20.06,20.92,1033.9,35.2,48.2,49.8,85.2,51.8,7.76
lentil,6.56,18.74,587.1,53.4,26.1,22.7,72.8,21.6,1.76
papaya,2.6,27.96,1692.7,51.9,48.4,56.8,135.3,87.4,28.14
blackgram,30.0,26.92,636.7,49.4,22.2,18.7,89.4,32.5,1.41
muskmelon,5.18,29.73,799.6,32.9,30.0,54.9,91.9,48.1,15.7
rice,8.53,28.56,961.7,128.3,35.0,41.2,140.2,95.0,3.61
banana,4.77,24.7,1492.7,79.6,44.4,54.1,261.6,75.4,33.44
mungbean,3.04,26.39,572.4,35.9,24.9,37.5,86.3,46.5,1.14
jute,14.17,23.92,1302.3,49.7,45.4,32.9,124.1,87.2,2.22
muskmelon,7.46,25.42,651.7,52.1,12.6,39.0,94.7,45.3,21.67
lentil,6.86,21.87,601.5,37.8,14.7,34.4,61.5,26.6,1.66
maize,5.67,25.82,873.8,82.1,32.0,44.9,127.2,63.0,6.75
banana,4.19,29.17,1435.6,77.7,42.5,79.0,209.5,95.0,25.46
mango,8.56,26.24,1325.4,40.7,20.1,59.5,100.8,46.4,9.67
banana,5.66,26.47,1307.3,78.3,31.8,67.5,187.1,95.0,26.09
pigeonpeas,9.02,32.18,1455.7,69.5,28.7,30.8,76.3,33.5,1.89
pomegranate,5.56,20.94,614.1,76.5,40.5,40.4,104.0,33.0,10.17
pomegranate,18.66,23.75,619.4,59.7,25.9,50.6,121.7,11.6,13.48
coconut,6.25,27.22,1098.8,52.4,31.5,50.6,140.7,66.1,4.53
chickpea,5.51,28.57,487.3,37.9,26.6,33.9,67.7,50.7,1.89
coconut,17.32,29.44,1430.7,56.9,29.2,83.3,120.5,73.2,9.04
pomegranate,6.82,17.2,401.7,47.9,34.1,52.2,112.8,17.2,6.77
banana,3.44,25.37,1383.5,70.4,35.1,63.5,178.4,89.0,24.58
cotton,17.91,28.72,691.6,117.4,34.7,49.2,153.6,64.5,2.62
lentil,14.87,19.92,681.9,51.1,33.1,37.7,44.4,29.4,1.99
coconut,5.54,25.68,1758.3,56.8,28.9,54.2,127.9,78.4,7.79
mothbeans,5.74,33.09,270.6,48.0,29.1,12.3,65.9,38.6,0.81
lentil,30.0,21.5,516.8,45.3,42.1,38.2,103.1,50.4,2.08
coconut,21.72,24.88,1176.8,58.1,40.2,64.2,145.4,59.6,8.4
orange,5.22,20.68,1016.4,51.1,24.7,45.8,83.9,30.8,16.12
kidneybeans,4.46,23.05,673.1,63.0,32.8,43.2,72.7,41.4,1.71
blackgram,6.81,27.11,378.0,33.5,34.4,32.4,103.1,34.7,1.18
apple,9.03,19.92,863.1,44.7,45.3,26.3,91.8,41.8,10.41
maize,11.63,21.28,726.7,78.2,67.0,23.2,133.1,58.0,6.25
pigeonpeas,3.63,26.67,938.3,58.6,31.9,55.8,93.7,38.6,1.21
orange,7.83,23.79,499.0,46.7,36.0,32.4,75.3,17.9,11.49
lentil,7.26,21.19,541.3,32.9,25.9,24.6,47.5,41.8,2.15
coffee,9.94,18.87,1332.9,61.4,31.7,33.7,149.9,71.7,2.37
mungbean,8.7,23.05,618.4,58.1,29.0,30.2,70.2,62.1,1.31
chickpea,2.77,24.42,610.8,41.3,50.7,36.2,146.1,27.5,2.59
